id	biome	feature	material	environment_package	location	seq_counts	rel_seq_count
4451102.3	sea	coastal water	water	water	Monte Cristo	4191019	74
4451103.3	soil	soil	soil	unknown	Nevada	7087863	263
4451104.3	soil	soil	soil	unknown	Nevada	6408129	192
4451105.3	soil	soil	soil	unknown	Nevada	8029105	294
4451106.3	soil	soil	soil	unknown	Nevada	7450458	300
4451259.3	cultured habitat	cultured habitat	cultured habitat	unknown	Ithaca, NY	3914118	21241
4451593.3	sea	coastal water	water	water	Monte Cristo	1386300	97
4451655.3	cultured habitat	cultured habitat	cultured habitat	unknown	Berkeley, CA	6872123	2477
4451759.3	temperate coniferous forest biome	Cave	Water	water	Outokumpu	710742	3
4451761.3	temperate coniferous forest biome	Cave	Water	water	Outokumpu	647152	1
4452824.3	terrestrial biome	livestock-associated habitat	organic material	host-associated	Tsukuba-shi, Ibaraki-ken, Japan	2795603	14
4452826.3	terrestrial biome	livestock-associated habitat	organic material	host-associated	Tsukuba-shi, Ibaraki-ken, Japan	2682324	34
4452998.3	unknown	unknown	unknown	unknown	unknown	669	0
4452999.3	unknown	unknown	unknown	unknown	unknown	890	0
4453005.3	unknown	unknown	unknown	unknown	unknown	1578	0
4453007.3	unknown	unknown	unknown	unknown	unknown	1404	0
4453064.3	freshwater habitat	freshwater habitat	freshwater habitat	unknown	South Australia	386483	116
4453083.3	freshwater habitat	freshwater habitat	freshwater habitat	unknown	South Australia	2457852	43
4453246.3	Temperate grasslands	prairie	soil	soil	Rothamsted	7432562	140
4453247.3	Temperate grasslands	prairie	soil	soil	Rothamsted	9487494	334
4453253.3	aquatic biome	sulfur spring	sediment	sediment	Southwestern Oklahoma	196205	1
4453254.3	Temperate grasslands	prairie	soil	soil	Rothamsted	6688181	247
4453256.3	Temperate grasslands	prairie	soil	soil	Rothamsted	10123275	294
4453257.3	Temperate grasslands	prairie	soil	soil	Rothamsted	7941729	269
4453260.3	aquatic biome	sulfur spring	sediment	sediment	Southwestern Oklahoma	302539	0
4453261.3	Temperate grasslands	prairie	soil	soil	Rothamsted	9450465	229
4453274.3	Temperate grasslands	prairie	soil	soil	Rothamsted	5255897	114
4453297.3	temperate coniferous forest biome	Cave	Water	water	Outokumpu	1599136	0
4453304.3	coral reef	coral reef	water	water	Abrolhos Reefs	449410	2
4453305.3	coral reef	coral reef	water	water	Abrolhos Reefs	49026	0
4453371.3	coral reef	coral reef	water	water	Abrolhos Reefs	123218	9
4453372.3	coral reef	coral reef	water	water	Abrolhos Reefs	45646	4
4453374.3	marine pelagic biome	marine habitat	coastal water	water	João fernandinho beach, búzios peninsula, Rio de Janeiro state	750290	2
4453375.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	489155	2
4453376.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	651649	5
4453379.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	71447	1
4453380.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	401060	4
4453381.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	98684	2
4453382.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	43432	0
4453406.3	Temperate grasslands	prairie	soil	soil	Rothamsted	7044560	190
4453407.3	Temperate grasslands	prairie	soil	soil	Rothamsted	6322707	192
4453433.3	Temperate grasslands	prairie	soil	soil	Rothamsted	6038680	194
4453434.3	Temperate grasslands	prairie	soil	soil	Rothamsted	8920793	216
4453435.3	Temperate grasslands	prairie	soil	soil	Rothamsted	7595787	231
4453436.3	Temperate grasslands	prairie	soil	soil	Rothamsted	7097076	155
4453653.3	temperate woodland biome	Gut	Feces	host-associated	Worcester, MA	8264968	340
4454153.3	biofilm	biofilm	biofilm	microbial mat|biofilm	USA:Cape Cod:Sippewissett Marsh	427836	8
4454379.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Iowa	45233238	12169
4454380.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Iowa	46458796	11710
4454501.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	69116	0
4454502.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	25070	0
4454503.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	5765	0
4454504.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	34776	1
4454505.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	14116	0
4454506.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	6858	0
4454686.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	14296	2
4454687.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	7624	3
4454688.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	3324	1
4454689.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	5866	0
4454691.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	2910	0
4454692.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	619	1
4454693.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	22972	1
4454694.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	1878	0
4454695.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	8624	1
4454696.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	2656	0
4454697.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	342	0
4454698.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	1325	0
4454699.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	10515	1
4454700.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	4454	0
4454701.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	2697	0
4454702.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	2577	0
4454703.3	ocean biome	ocean	coastal water	water	Rio de Janeiro	6240	0
4454704.3	estuarine biome	ocean	coastal water	water	Rio de Janeiro	728	0
4454707.3	Temperate coniferous forest biome	insecta-associated habitat	dust	miscellaneous	Valencia	121448	10
4454959.3	food	food	food	unknown	unknown	1931097	31
4454960.3	food	food	food	unknown	unknown	1094653	15
4455111.3	aquatic biome	marine feature	sediment	sediment	Beaufort Sea	2076794	14
4455112.3	aquatic biome	marine feature	sediment	sediment	Beaufort Sea	2304094	12
4455113.3	aquatic biome	marine feature	sediment	sediment	Beaufort Sea	2221342	35
4455114.3	aquatic biome	marine feature	sediment	sediment	Beaufort Sea	2429232	25
4455198.3	Temperate coniferous forest biome	insecta-associated habitat	dust	miscellaneous	Valencia	374817	42
4455295.3	waste water	waste water	waste water	unknown	Aalborg	427036	119
4459940.3	sediment	sediment	sediment	unknown	Ocean Drilling Program leg 201, site 1229	270858	17
4459941.3	sediment	sediment	sediment	unknown	Ocean Drilling Program leg 201, site 1229	126516	41
4460151.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Rio de Janeiro	3821083	803
4460178.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	335780	0
4460179.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	260996	1
4460180.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	292878	0
4460182.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	283788	0
4460188.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	730568	2
4460189.3	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	406882	7
4460190.3	freshwater biome	anthropogenic habitat	water	wastewater|sludge	Puget Sound, WA	215142	36
4460391.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Bet Dagan	11542	7
4460441.3	microbial mat	microbial mat	microbial mat	unknown	unknown	22208	0
4460448.3	stream	stream	stream	microbial mat|biofilm	Diamond Fork Utah	1400540	345
4460449.3	hot spring	hot spring	hot spring	microbial mat|biofilm	Diamond Fork Utah	1371870	319
4460639.3	terrestrial biome	mammalia-associated habitat	feces	human-gut	Chicago, IL	27911974	121104
4460641.3	terrestrial biome	mammalia-associated habitat	feces	human-gut	Chicago, IL	30386300	146334
4460642.3	terrestrial biome	mammalia-associated habitat	feces	human-gut	Chicago, IL	26806666	107472
4460644.3	terrestrial biome	mammalia-associated habitat	feces	human-gut	Chicago, IL	27386090	158298
4460676.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	2872983	1
4460677.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	2202718	2
4460736.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	2229743	1
4460919.3	terrestrial biome	coastal plain	leafy wood soil	soil	Cubatao	1156956	126
4461011.3	soil	soil	soil	soil	Lucknow	11759791	717
4461013.3	soil	soil	soil	soil	Lucknow	8050459	1341
4461119.3	feces	feces	feces	plant-associated	unknown	484255	144
4461120.3	unknown	unknown	unknown	unknown	unknown	746554	222
4461121.3	feces	feces	feces	plant-associated	unknown	100463	70
4461122.3	feces	feces	feces	plant-associated	unknown	147651	47
4461123.3	feces	feces	feces	plant-associated	unknown	696619	37
4461124.3	feces	feces	feces	plant-associated	unknown	598029	135
4461125.3	feces	feces	feces	plant-associated	unknown	1405956	80
4461126.3	feces	feces	feces	plant-associated	unknown	394949	50
4461127.3	feces	feces	feces	plant-associated	unknown	861593	801
4461128.3	feces	feces	feces	plant-associated	unknown	368781	13
4461129.3	feces	feces	feces	plant-associated	unknown	739491	70
4461130.3	feces	feces	feces	plant-associated	unknown	1530939	71
4461131.3	feces	feces	feces	plant-associated	unknown	545798	72
4461132.3	feces	feces	feces	plant-associated	unknown	846740	337
4461133.3	feces	feces	feces	plant-associated	unknown	609914	94
4461134.3	feces	feces	feces	plant-associated	unknown	917595	151
4461135.3	feces	feces	feces	plant-associated	unknown	776726	248
4461136.3	feces	feces	feces	plant-associated	unknown	954176	344
4461137.3	feces	feces	feces	plant-associated	unknown	789806	307
4461138.3	feces	feces	feces	plant-associated	unknown	754946	84
4461139.3	feces	feces	feces	plant-associated	unknown	1520904	481
4461140.3	feces	feces	feces	plant-associated	unknown	1258172	368
4461141.3	feces	feces	feces	plant-associated	unknown	215485	41
4461142.3	feces	feces	feces	plant-associated	unknown	204423	36
4461143.3	feces	feces	feces	plant-associated	unknown	215750	27
4461144.3	feces	feces	feces	plant-associated	unknown	213200	44
4461145.3	feces	feces	feces	plant-associated	unknown	1180363	192
4461146.3	feces	feces	feces	plant-associated	unknown	1333536	273
4461147.3	feces	feces	feces	plant-associated	unknown	886415	59
4461148.3	feces	feces	feces	plant-associated	unknown	593534	112
4461149.3	feces	feces	feces	plant-associated	unknown	916969	171
4461150.3	feces	feces	feces	plant-associated	unknown	840247	551
4461151.3	feces	feces	feces	plant-associated	unknown	621126	202
4461152.3	feces	feces	feces	plant-associated	unknown	950455	455
4461153.3	feces	feces	feces	plant-associated	unknown	664625	264
4461154.3	feces	feces	feces	plant-associated	unknown	903694	103
4461155.3	feces	feces	feces	plant-associated	unknown	576363	261
4461156.3	feces	feces	feces	plant-associated	unknown	502655	294
4461157.3	feces	feces	feces	plant-associated	unknown	925570	357
4461158.3	feces	feces	feces	plant-associated	unknown	1140894	395
4461159.3	feces	feces	feces	plant-associated	unknown	846555	111
4461160.3	feces	feces	feces	plant-associated	unknown	1035254	145
4461161.3	feces	feces	feces	plant-associated	unknown	2331441	547
4461162.3	feces	feces	feces	plant-associated	unknown	1151475	69
4461163.3	feces	feces	feces	plant-associated	unknown	1569118	420
4461164.3	feces	feces	feces	plant-associated	unknown	1133073	278
4461165.3	feces	feces	feces	plant-associated	unknown	1959218	404
4461166.3	feces	feces	feces	plant-associated	unknown	1586082	415
4461167.3	feces	feces	feces	plant-associated	unknown	1021656	118
4461168.3	feces	feces	feces	plant-associated	unknown	769483	73
4461169.3	feces	feces	feces	plant-associated	unknown	702434	52
4461170.3	feces	feces	feces	plant-associated	unknown	768542	34
4461171.3	feces	feces	feces	plant-associated	unknown	769395	98
4461172.3	feces	feces	feces	plant-associated	unknown	1176697	48
4461173.3	feces	feces	feces	plant-associated	unknown	1021594	54
4461174.3	feces	feces	feces	plant-associated	unknown	1201677	146
4461175.3	feces	feces	feces	plant-associated	unknown	724167	110
4461176.3	feces	feces	feces	plant-associated	unknown	1095921	88
4461177.3	feces	feces	feces	plant-associated	unknown	1150758	75
4461178.3	feces	feces	feces	plant-associated	unknown	871342	115
4461179.3	feces	feces	feces	plant-associated	unknown	688164	36
4461180.3	feces	feces	feces	plant-associated	unknown	1792081	183
4461181.3	feces	feces	feces	plant-associated	unknown	624112	85
4461182.3	feces	feces	feces	plant-associated	unknown	881883	163
4461183.3	feces	feces	feces	plant-associated	unknown	412185	129
4461184.3	feces	feces	feces	plant-associated	unknown	528675	159
4461185.3	feces	feces	feces	plant-associated	unknown	425534	84
4461186.3	feces	feces	feces	plant-associated	unknown	538384	75
4461187.3	feces	feces	feces	plant-associated	unknown	617844	96
4461188.3	feces	feces	feces	plant-associated	unknown	459620	83
4461189.3	feces	feces	feces	plant-associated	unknown	432484	109
4461190.3	feces	feces	feces	plant-associated	unknown	447245	76
4461191.3	feces	feces	feces	plant-associated	unknown	352490	47
4461192.3	feces	feces	feces	plant-associated	unknown	327122	74
4461193.3	feces	feces	feces	plant-associated	unknown	288925	44
4461194.3	feces	feces	feces	plant-associated	unknown	333584	48
4461195.3	feces	feces	feces	plant-associated	unknown	320706	55
4461196.3	feces	feces	feces	plant-associated	unknown	376164	91
4461197.3	feces	feces	feces	plant-associated	unknown	397168	43
4461198.3	feces	feces	feces	plant-associated	unknown	381200	57
4461199.3	feces	feces	feces	plant-associated	unknown	1228353	655
4461200.3	feces	feces	feces	plant-associated	unknown	647393	413
4461201.3	feces	feces	feces	plant-associated	unknown	331799	123
4461202.3	feces	feces	feces	plant-associated	unknown	530779	298
4461203.3	feces	feces	feces	plant-associated	unknown	322184	145
4461204.3	feces	feces	feces	plant-associated	unknown	596715	240
4461205.3	feces	feces	feces	plant-associated	unknown	1060730	408
4461206.3	feces	feces	feces	plant-associated	unknown	917746	505
4461207.3	feces	feces	feces	plant-associated	unknown	976446	289
4461208.3	feces	feces	feces	plant-associated	unknown	880177	198
4461209.3	feces	feces	feces	plant-associated	unknown	790338	224
4461210.3	feces	feces	feces	plant-associated	unknown	943579	333
4461211.3	feces	feces	feces	plant-associated	unknown	795098	246
4461212.3	feces	feces	feces	plant-associated	unknown	918114	339
4461213.3	feces	feces	feces	plant-associated	unknown	1101795	382
4461214.3	feces	feces	feces	plant-associated	unknown	953744	362
4461215.3	feces	feces	feces	plant-associated	unknown	384375	46
4461216.3	feces	feces	feces	plant-associated	unknown	881422	108
4461217.3	feces	feces	feces	plant-associated	unknown	748309	114
4461218.3	feces	feces	feces	plant-associated	unknown	819606	169
4461219.3	feces	feces	feces	plant-associated	unknown	1246079	446
4461220.3	feces	feces	feces	plant-associated	unknown	1290247	335
4461221.3	feces	feces	feces	plant-associated	unknown	1417647	228
4461222.3	feces	feces	feces	plant-associated	unknown	891202	39
4461223.3	feces	feces	feces	plant-associated	unknown	1059485	131
4461224.3	feces	feces	feces	plant-associated	unknown	1683594	131
4461225.3	feces	feces	feces	plant-associated	unknown	1380125	179
4461226.3	feces	feces	feces	plant-associated	unknown	1522270	537
4461227.3	feces	feces	feces	plant-associated	unknown	2308482	330
4461228.3	feces	feces	feces	plant-associated	unknown	2057123	182
4461229.3	feces	feces	feces	plant-associated	unknown	1770143	325
4461284.3	feces	feces	feces	human-vaginal	unknown	200911	26
4461285.3	feces	feces	feces	human-vaginal	unknown	391189	44
4461286.3	feces	feces	feces	human-vaginal	unknown	154602	7
4461287.3	feces	feces	feces	human-vaginal	unknown	635060	61
4461288.3	feces	feces	feces	human-vaginal	unknown	148113	17
4461289.3	feces	feces	feces	human-vaginal	unknown	161473	15
4461290.3	feces	feces	feces	human-vaginal	unknown	220553	24
4461291.3	feces	feces	feces	human-vaginal	unknown	170473	13
4461292.3	feces	feces	feces	human-vaginal	unknown	212164	18
4461293.3	feces	feces	feces	human-vaginal	unknown	200242	32
4461294.3	feces	feces	feces	human-vaginal	unknown	176058	13
4461295.3	feces	feces	feces	human-vaginal	unknown	239069	28
4461296.3	feces	feces	feces	human-vaginal	unknown	276384	37
4461297.3	feces	feces	feces	human-vaginal	unknown	190400	16
4461298.3	feces	feces	feces	human-vaginal	unknown	156966	15
4461299.3	feces	feces	feces	human-vaginal	unknown	214298	25
4461300.3	feces	feces	feces	human-vaginal	unknown	254237	15
4461301.3	feces	feces	feces	human-vaginal	unknown	189496	14
4461341.3	feces	feces	feces	host-associated	San Diego Zoo	281738	26
4461342.3	feces	feces	feces	host-associated	St Louis Zoo	57474	30
4461343.3	feces	feces	feces	host-associated	St Louis Zoo	104586	13
4461344.3	feces	feces	feces	host-associated	water hole	62858	0
4461345.3	feces	feces	feces	host-associated	San Diego Zoo	91360	17
4461346.3	feces	feces	feces	host-associated	Colorado	103750	25
4461347.3	feces	feces	feces	host-associated	St Louis Zoo	137768	375
4461348.3	feces	feces	feces	host-associated	St Louis Zoo	74232	16
4461349.3	feces	feces	feces	host-associated	St Louis Zoo	189070	24
4461350.3	feces	feces	feces	host-associated	St Louis Zoo	129292	25
4461351.3	feces	feces	feces	host-associated	St Louis Zoo	103004	44
4461352.3	feces	feces	feces	host-associated	St Louis Zoo	214922	49
4461353.3	feces	feces	feces	host-associated	St Louis Zoo	131938	20
4461354.3	feces	feces	feces	host-associated	St Louis Zoo	39136	2
4461355.3	feces	feces	feces	host-associated	St Louis Zoo	135242	20
4461356.3	feces	feces	feces	host-associated	St Louis Zoo	130532	9
4461357.3	feces	feces	feces	host-associated	St Louis Zoo	136524	21
4461358.3	feces	feces	feces	host-associated	St Louis Zoo	107336	6
4461360.3	feces	feces	feces	host-associated	St Louis Zoo	49866	10
4461361.3	feces	feces	feces	host-associated	Water hole	197600	13
4461362.3	feces	feces	feces	host-associated	St Louis Zoo	136912	64
4461363.3	feces	feces	feces	host-associated	St Louis Zoo	84280	26
4461364.3	feces	feces	feces	host-associated	St Louis Zoo	132204	23
4461365.3	feces	feces	feces	host-associated	St Louis Zoo	44098	3
4461366.3	feces	feces	feces	host-associated	St Louis Zoo	28472	49
4461367.3	feces	feces	feces	host-associated	St Louis Zoo	150024	492
4461368.3	feces	feces	feces	host-associated	St Louis Zoo	65608	9
4461369.3	feces	feces	feces	host-associated	St Louis Zoo	45230	1
4461370.3	feces	feces	feces	host-associated	St Louis Zoo	58438	13
4461371.3	feces	feces	feces	host-associated	St Louis Zoo	112760	487
4461372.3	feces	feces	feces	host-associated	St Louis Zoo	138212	36
4461374.3	feces	feces	feces	host-associated	St Louis Zoo	100926	11
4461375.3	feces	feces	feces	host-associated	St Louis Zoo	254138	27
4461376.3	feces	feces	feces	host-associated	St Louis Zoo	77998	59
4461377.3	feces	feces	feces	host-associated	water hole	97870	1
4461378.3	feces	feces	feces	host-associated	St Louis Zoo	87448	4
4461379.3	feces	feces	feces	host-associated	St Louis Zoo	63992	10
4461380.3	feces	feces	feces	host-associated	San Diego Zoo	118348	26
4461383.3	feces	feces	feces	host-associated	St Louis Zoo	51386	2
4461422.3	aquatic habitat	aquatic habitat	aquatic habitat	unknown	Monterey Bay, CA	8891	0
4461444.3	marine pelagic biome	marine habitat	coastal water	water	João fernandinho beach, búzios peninsula, Rio de Janeiro state	240106	0
4461451.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	365271	0
4461452.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	623837	0
4461453.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	703533	0
4461454.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	437255	0
4461455.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	877115	0
4461456.3	marine sponge reef biome	organism-associated habitat	organic material	host-associated	João fernandinho beach, búzios peninsula, Rio de Janeiro state	327762	0
4461585.3	microbial mat	microbial mat	microbial mat	unknown	Mid-Atlantic Ridge	761021	7
4461588.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	2659980	0
4461593.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	227178	0
4461594.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	153649	0
4461618.3	extreme habitat	extreme habitat	extreme habitat	unknown	Gros Morne National Park, Newfoundland	988	0
4461619.3	extreme habitat	extreme habitat	extreme habitat	unknown	Gros Morne National Park, Newfoundland	3986	2
4461675.3	aquatic biome	aquatic habitat	water	water	Site F well nest in Lashkardi village	2224006	16
4461840.3	soil	soil	soil	soil	Lucknow	8448118	352
4462177.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	36632	0
4463676.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	58100	0
4463925.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	170316	1
4463926.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	153388	2
4463927.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	96655	1
4463928.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	174075	2
4463929.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	122983	0
4463930.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	59386	0
4463931.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	119257	0
4463932.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	106152	0
4463933.3	oceanic epipelagic zone biome	archipelago	sea water	water	St Peter and  St Paul Archipelago	73009	0
4463936.3	waste water	waste water	waste water	unknown	Aalborg	2839072	26
4464065.3	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Morges	1179606	507
4464073.3	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Morges	1000176	255
4464108.3	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Visp	220087	183
4464109.3	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Visp	2313459	1338
4465556.3	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	3281441	63
4465558.3	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	1718596	35
4465820.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	236164286	1565
4465822.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	236916472	1565
4465823.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	32991394	233
4465942.3	terrestrial biome	terrestrial habitat	soil	soil	KBS, Michigan	606706	36
4465943.3	terrestrial biome	terrestrial habitat	soil	soil	KBS, Michigan	906962	76
4465947.3	terrestrial biome	terrestrial habitat	soil	soil	KBS, Michigan	1235204	36
4466148.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	157405336	26405
4466149.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	78715974	13826
4466163.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	145746380	24012
4466188.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	174150476	26264
4466194.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	111562580	15978
4466257.3	terrestrial biome	human-associated habitat	feces	human-gut	Turku	132329128	0
4466582.3	coral reef	coral reef	water	water	Pacific Ocean	200589	2
4466592.3	coral reef	coral reef	water	water	Pacific Ocean	308452	0
4466596.3	coral reef	coral reef	water	water	Pacific Ocean	174890	6
4466597.3	coral reef	coral reef	water	water	Pacific Ocean	801413	5
4466599.3	coral reef	coral reef	water	water	Pacific Ocean	338616	5
